,title,year,certification,runtime,genre,imdb_rating,metascore,plot,number_of_votes
133,12. Titanic,1997,PG-13,3h 14m,Drama,7.9 (1.3M),75,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",(1.3M)
134,13. Once Upon a Time... in Hollywood,2019,R,2h 41m,Drama,7.6 (859K),84,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.",(859K)
135,14. The Dark Knight,2008,PG-13,2h 32m,Drama,9.0 (2.9M),84,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",(2.9M)
136,15. The Batman,2022,PG-13,2h 56m,Drama,7.8 (798K),72,"When a sadistic serial killer begins murdering key political figures in Gotham, The Batman is forced to investigate the city's hidden corruption and question his family's involvement.",(798K)
137,16. The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,2h 58m,Drama,8.9 (2M),92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,(2M)
138,17. Forrest Gump,1994,PG-13,2h 22m,Drama,8.8 (2.3M),82,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",(2.3M)
139,18. The Notebook,2004,PG-13,2h 3m,Drama,7.8 (626K),53,An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,(626K)
140,19. Pulp Fiction,1994,R,2h 34m,Drama,8.9 (2.2M),95,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",(2.2M)
141,20. The Wolf of Wall Street,2013,R,3h,Drama,8.2 (1.6M),75,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",(1.6M)
142,21. Gladiator,2000,R,2h 35m,Drama,8.5 (1.6M),67,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,(1.6M)
143,22. Fight Club,1999,R,2h 19m,Drama,8.8 (2.3M),67,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,(2.3M)
144,23. The Breakfast Club,1985,R,1h 37m,Drama,7.8 (440K),66,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.,(440K)
145,24. Killers of the Flower Moon,2023,R,3h 26m,Drama,7.6 (250K),89,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",(250K)
146,25. Avengers: Endgame,2019,PG-13,3h 1m,Drama,8.4 (1.3M),78,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",(1.3M)
147,1. Inside Out 2,2024,PG,1h 36m,Family,7.9 (56K),73,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.",(56K)
148,2. Inside Out,2015,PG,1h 35m,Family,8.1 (804K),94,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",(804K)
149,3. Harry Potter and the Sorcerer's Stone,2001,PG,2h 32m,Family,7.6 (862K),65,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",(862K)
150,4. The Lion King,1994,G,1h 28m,Family,8.5 (1.2M),88,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",(1.2M)
151,5. The Princess Bride,1987,PG,1h 38m,Family,8.0 (453K),78,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",(453K)
152,6. Wonder,2017,PG,1h 53m,Family,7.9 (181K),66,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",(181K)
153,7. The Goonies,1985,PG,1h 54m,Family,7.7 (300K),62,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,(300K)
154,8. The Sandlot,1993,PG,1h 41m,Family,7.8 (104K),55,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",(104K)
155,9. Up,2009,PG,1h 36m,Family,8.3 (1.1M),88,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",(1.1M)
156,10. Ratatouille,2007,G,1h 51m,Family,8.1 (835K),96,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,(835K)
157,11. Spirited Away,2001,PG,2h 5m,Family,8.6 (858K),96,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",(858K)
158,12. Coco,2017,PG,1h 45m,Family,8.4 (599K),81,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",(599K)
159,13. Harry Potter and the Goblet of Fire,2005,PG-13,2h 37m,Family,7.7 (687K),81,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",(687K)
160,14. Shrek,2001,PG,1h 30m,Family,7.9 (741K),84,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",(741K)
161,15. The Incredibles,2004,PG,1h 55m,Family,8.0 (816K),90,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",(816K)
162,16. Toy Story,1995,G,1h 21m,Family,8.3 (1.1M),96,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,(1.1M)
163,17. Kung Fu Panda,2008,PG,1h 32m,Family,7.6 (528K),74,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",(528K)
164,18. Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,2h 10m,Family,8.1 (955K),85,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",(955K)
165,19. Zootopia,2016,PG,1h 48m,Family,8.0 (552K),78,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",(552K)
166,20. Harry Potter and the Prisoner of Azkaban,2004,PG,2h 22m,Family,7.9 (697K),82,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",(697K)
167,21. Willy Wonka & the Chocolate Factory,1971,G,1h 40m,Family,7.8 (229K),67,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,(229K)
168,"22. Monsters, Inc.",2001,G,1h 32m,Family,8.1 (987K),79,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",(987K)
169,23. Howl's Moving Castle,2004,PG,1h 59m,Family,8.2 (455K),82,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",(455K)
170,24. Finding Nemo,2003,G,1h 40m,Family,8.2 (1.1M),90,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",(1.1M)
171,25. The Wizard of Oz,1939,G,1h 42m,Family,8.1 (431K),92,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",(431K)
172,1. Inside Out 2,2024,PG,1h 36m,Fantasy,7.9 (56K),73,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.",(56K)
173,2. Inside Out,2015,PG,1h 35m,Fantasy,8.1 (804K),94,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",(804K)
174,3. Nosferatu,1922,Not Rated,1h 34m,Fantasy,7.9 (106K),0,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,(106K)
175,4. Harry Potter and the Sorcerer's Stone,2001,PG,2h 32m,Fantasy,7.6 (862K),65,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",(862K)
176,5. The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,2h 58m,Fantasy,8.9 (2M),92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,(2M)
177,6. Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,2h 23m,Fantasy,8.1 (1.2M),63,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.",(1.2M)
178,7. The Lion King,1994,G,1h 28m,Fantasy,8.5 (1.2M),88,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",(1.2M)
179,8. Spider-Man: Across the Spider-Verse,2023,PG,2h 20m,Fantasy,8.6 (383K),86,"Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.",(383K)
180,9. The Green Mile,1999,R,3h 9m,Fantasy,8.6 (1.4M),61,"A tale set on death row, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the lead guard, Paul Edgecombe, recognizes John's gift, he tries to help stave off the condemned man's execution.",(1.4M)
181,10. The Princess Bride,1987,PG,1h 38m,Fantasy,8.0 (453K),78,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",(453K)
182,11. The Lord of the Rings: The Return of the King,2003,PG-13,3h 21m,Fantasy,9.0 (2M),94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,(2M)
183,12. Spider-Man: No Way Home,2021,PG-13,2h 28m,Fantasy,8.2 (891K),71,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",(891K)
184,13. Ghostbusters,1984,PG,1h 45m,Fantasy,7.8 (454K),71,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",(454K)
185,14. Everything Everywhere All at Once,2022,R,2h 19m,Fantasy,7.8 (541K),81,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,(541K)
186,15. About Time,2013,R,2h 3m,Fantasy,7.8 (391K),55,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",(391K)
187,16. Star Wars: Episode IV - A New Hope,1977,PG,2h 1m,Fantasy,8.6 (1.5M),90,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",(1.5M)
188,17. Ratatouille,2007,G,1h 51m,Fantasy,8.1 (835K),96,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,(835K)
189,18. The Lord of the Rings: The Two Towers,2002,PG-13,2h 59m,Fantasy,8.8 (1.8M),87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",(1.8M)
190,19. Spirited Away,2001,PG,2h 5m,Fantasy,8.6 (858K),96,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",(858K)
191,20. Coco,2017,PG,1h 45m,Fantasy,8.4 (599K),81,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",(599K)
192,21. Harry Potter and the Goblet of Fire,2005,PG-13,2h 37m,Fantasy,7.7 (687K),81,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",(687K)
193,22. Shrek,2001,PG,1h 30m,Fantasy,7.9 (741K),84,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",(741K)
194,23. The Hobbit: An Unexpected Journey,2012,PG-13,2h 49m,Fantasy,7.8 (878K),58,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home and the gold within it from the dragon Smaug.",(878K)
195,24. Avatar,2009,PG-13,2h 42m,Fantasy,7.9 (1.4M),83,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,(1.4M)
196,25. Toy Story,1995,G,1h 21m,Fantasy,8.3 (1.1M),96,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,(1.1M)
197,1. The Third Man,1949,Approved,1h 33m,Film-Noir,8.1 (183K),97,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",(183K)
198,2. Sunset Boulevard,1950,Approved,1h 50m,Film-Noir,8.4 (238K),94,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,(238K)
199,3. To Have and Have Not,1944,Approved,1h 40m,Film-Noir,7.8 (38K),90,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",(38K)
200,4. The Maltese Falcon,1941,Approved,1h 40m,Film-Noir,7.9 (167K),97,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",(167K)
201,5. The Night of the Hunter,1955,Approved,1h 32m,Film-Noir,8.0 (98K),97,"A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real dad hid the $10,000 he'd stolen in a robbery.",(98K)
202,6. Double Indemnity,1944,Approved,1h 47m,Film-Noir,8.3 (168K),95,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",(168K)
203,7. Strangers on a Train,1951,PG,1h 41m,Film-Noir,7.9 (142K),88,A psychopathic man tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.,(142K)
204,8. Notorious,1946,Approved,1h 42m,Film-Noir,7.9 (108K),100,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?,(108K)
205,9. In a Lonely Place,1950,Approved,1h 34m,Film-Noir,7.9 (36K),0,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",(36K)
206,10. The Big Sleep,1946,Approved,1h 54m,Film-Noir,7.9 (91K),86,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love.",(91K)
207,11. Laura,1944,Approved,1h 28m,Film-Noir,7.9 (52K),0,A police detective falls in love with the woman whose murder he is investigating.,(52K)
208,12. The Killing,1956,Approved,1h 24m,Film-Noir,7.9 (98K),91,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,(98K)
209,13. Out of the Past,1947,Approved,1h 37m,Film-Noir,8.0 (41K),85,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.",(41K)
210,14. Touch of Evil,1958,PG-13,1h 35m,Film-Noir,8.0 (110K),99,"A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town.",(110K)
211,15. The Big Heat,1953,Approved,1h 29m,Film-Noir,7.9 (30K),0,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,(30K)
212,16. Ace in the Hole,1951,Approved,1h 51m,Film-Noir,8.1 (39K),72,"Frustrated former journalist Chuck Tatum now working for an Albuquerque newspaper exploits a story about trading post owner Leo Minosa trapped in a cave to rekindle Chuck's career, but the story soon escalates into a media circus.",(39K)
213,17. Mildred Pierce,1945,Approved,1h 51m,Film-Noir,7.9 (29K),88,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,(29K)
214,18. The Asphalt Jungle,1950,Approved,1h 52m,Film-Noir,7.8 (30K),85,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",(30K)
215,19. Shadow of a Doubt,1943,PG,1h 48m,Film-Noir,7.8 (71K),94,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",(71K)
216,20. Scarface,1932,PG,1h 33m,Film-Noir,7.7 (31K),90,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",(31K)
217,21. Sweet Smell of Success,1957,Approved,1h 36m,Film-Noir,8.0 (36K),100,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,(36K)
218,22. Key Largo,1948,Approved,1h 40m,Film-Noir,7.7 (44K),0,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",(44K)
219,23. The Lost Weekend,1945,Approved,1h 41m,Film-Noir,7.9 (40K),0,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,(40K)
220,24. White Heat,1949,Approved,1h 54m,Film-Noir,8.1 (36K),89,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,(36K)
221,1. Oppenheimer,2023,R,3h,History,8.3 (763K),90,The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.,(763K)
222,2. Killers of the Flower Moon,2023,R,3h 26m,History,7.6 (250K),89,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",(250K)
223,3. Schindler's List,1993,R,3h 15m,History,9.0 (1.5M),95,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",(1.5M)
224,4. Tombstone,1993,R,2h 10m,History,7.8 (168K),50,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",(168K)
225,5. 1917,2019,R,1h 59m,History,8.2 (685K),78,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",(685K)
226,6. Hidden Figures,2016,PG,2h 7m,History,7.8 (258K),74,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,(258K)
227,7. The Right Stuff,1983,PG,3h 13m,History,7.8 (66K),91,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",(66K)
228,8. The Big Short,2015,R,2h 10m,History,7.8 (490K),81,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",(490K)
229,9. Hacksaw Ridge,2016,R,2h 19m,History,8.1 (601K),71,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",(601K)
230,10. Dunkirk,2017,PG-13,1h 46m,History,7.8 (746K),94,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",(746K)
231,11. Society of the Snow,2023,R,2h 24m,History,7.8 (139K),72,The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.,(139K)
232,12. Dark Waters,2019,PG-13,2h 6m,History,7.6 (106K),73,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,(106K)
233,13. Black Hawk Down,2001,R,2h 24m,History,7.7 (426K),74,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",(426K)
234,14. Hamilton,2020,PG-13,2h 40m,History,8.3 (115K),88,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",(115K)
235,15. Downfall,2004,R,2h 36m,History,8.2 (377K),82,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",(377K)
236,16. 12 Years a Slave,2013,R,2h 14m,History,8.1 (745K),96,"In the antebellum United States, Solomon Northup, a free Black man from upstate New York, is abducted and sold into slavery.",(745K)
237,17. JFK,1991,R,3h 9m,History,8.0 (171K),72,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,(171K)
238,18. Apollo 13,1995,PG,2h 20m,History,7.7 (318K),78,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,(318K)
239,19. The Longest Day,1962,G,2h 58m,History,7.7 (60K),75,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",(60K)
240,20. Argo,2012,R,2h,History,7.7 (641K),86,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",(641K)
241,21. Straight Outta Compton,2015,R,2h 27m,History,7.8 (220K),72,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",(220K)
242,22. The Thin Red Line,1998,R,2h 50m,History,7.6 (201K),78,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",(201K)
243,23. The King's Speech,2010,R,1h 58m,History,8.0 (710K),88,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",(710K)
244,24. Spartacus,1960,PG-13,3h 17m,History,7.9 (144K),87,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",(144K)
245,25. The Ten Commandments,1956,G,3h 40m,History,7.9 (78K),0,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",(78K)
246,1. Godzilla Minus One,2023,PG-13,2h 4m,Horror,7.7 (129K),81,"Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",(129K)
247,2. Nosferatu,1922,Not Rated,1h 34m,Horror,7.9 (106K),0,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,(106K)
248,3. Get Out,2017,R,1h 44m,Horror,7.8 (709K),85,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",(709K)
249,4. Alien,1979,R,1h 57m,Horror,8.5 (959K),89,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.,(959K)
250,5. The Others,2001,PG-13,1h 44m,Horror,7.6 (396K),74,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted.",(396K)
251,6. The Shining,1980,R,2h 26m,Horror,8.4 (1.1M),68,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",(1.1M)
252,7. The Thing,1982,R,1h 49m,Horror,8.2 (471K),57,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,(471K)
253,8. The Exorcist,1973,R,2h 2m,Horror,8.1 (458K),83,"When a young girl is possessed by a mysterious entity, her mother seeks the help of two Catholic priests to save her life.",(458K)
254,9. Psycho,1960,R,1h 49m,Horror,8.5 (723K),97,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,(723K)
255,10. Predator,1987,R,1h 47m,Horror,7.8 (459K),47,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,(459K)
256,11. Saw,2004,R,1h 43m,Horror,7.6 (470K),46,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game.",(470K)
257,12. Shaun of the Dead,2004,R,1h 39m,Horror,7.9 (598K),76,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",(598K)
258,13. Rosemary's Baby,1968,R,2h 17m,Horror,8.0 (237K),96,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",(237K)
259,14. Halloween,1978,R,1h 31m,Horror,7.7 (309K),90,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",(309K)
260,15. The Birds,1963,PG-13,1h 59m,Horror,7.6 (206K),90,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,(206K)
261,16. What We Do in the Shadows,2014,R,1h 26m,Horror,7.6 (202K),76,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",(202K)
262,17. Tumbbad,2018,Not Rated,1h 44m,Horror,8.2 (60K),0,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,(60K)
263,18. Evil Dead II,1987,R,1h 24m,Horror,7.7 (183K),72,"Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack.",(183K)
